user,top_k_accuracy,pair_accuracy,recall_accuracy,avg_top_k_accuracy,avg_pair_accuracy,avg_recall_accuracy
user_38,0.19047619047619047,0.6823432343234324,0.2882882882882883,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_102,0.4166666666666667,0.7705079730396186,0.33980582524271846,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_63,0.21428571428571427,0.7213048731373338,0.43373493975903615,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_160,0.25595238095238093,0.7362718283189564,0.39090909090909093,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_50,0.041666666666666664,0.8097373478539398,0.5,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_301,0.5833333333333334,0.783677482792527,0.36981132075471695,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_225,0.06547619047619048,0.6613636363636364,0.6470588235294118,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_290,0.35119047619047616,0.7497695852534563,0.42142857142857143,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_97,0.19047619047619047,0.8080357142857143,0.6037735849056604,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_157,0.125,0.7833400080096116,0.5121951219512195,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_181,0.38095238095238093,0.596279761904762,0.15058823529411763,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_278,0.05357142857142857,0.8635912698412699,0.6923076923076923,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_276,0.7559523809523809,0.7865836197021764,0.25,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_7,0.6904761904761905,0.75,0.2951653944020356,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_10,0.3869047619047619,0.7092154420921544,0.3735632183908046,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_284,0.16666666666666666,0.6702564102564103,0.7567567567567568,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_201,0.6309523809523809,0.7970404388314836,0.28191489361702127,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_287,0.13095238095238096,0.845902975947819,0.4230769230769231,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_246,0.3333333333333333,0.7478813559322034,0.3027027027027027,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_242,0.005952380952380952,0.5882352941176471,0.1,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_249,0.36904761904761907,0.846045197740113,0.4105960264900662,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_99,0.30357142857142855,0.7540289256198347,0.40476190476190477,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_178,0.5595238095238095,0.851478837327894,0.3574144486692015,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_251,0.22023809523809523,0.8448208974524763,0.5522388059701493,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_81,0.13095238095238096,0.750395256916996,0.4583333333333333,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_260,0.03571428571428571,0.717100633356791,0.42857142857142855,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_25,0.20238095238095238,0.7532376126126126,0.5,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_59,0.7023809523809523,0.7928081072245832,0.3172043010752688,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_72,0.38095238095238093,0.7673117897727273,0.5039370078740157,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_87,0.3869047619047619,0.7629198966408268,0.32338308457711445,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_42,0.42857142857142855,0.7744258318805427,0.4161849710982659,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_292,0.26785714285714285,0.732468443197756,0.39473684210526316,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_20,0.1488095238095238,0.8444859813084112,0.6578947368421053,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_13,0.8035714285714286,0.8455579762769305,0.21565495207667731,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_138,0.10119047619047619,0.7425665101721439,0.4146341463414634,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_60,0.44047619047619047,0.72918637653737,0.37373737373737376,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_57,0.24404761904761904,0.741866028708134,0.4270833333333333,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_223,0.22023809523809523,0.7310415714938328,0.3894736842105263,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_189,0.40476190476190477,0.7244352869352869,0.384180790960452,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_243,0.15476190476190477,0.7283950617283951,0.36619718309859156,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_92,0.6190476190476191,0.7839316695582543,0.2751322751322751,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_241,0.041666666666666664,0.7352742044685172,0.5384615384615384,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_254,0.2916666666666667,0.7179563492063492,0.3288590604026846,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_293,0.5833333333333334,0.7580128205128205,0.25925925925925924,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_127,0.02976190476190476,0.8443478260869566,0.38461538461538464,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_222,0.6071428571428571,0.7526485788113695,0.27055702917771884,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_267,0.39285714285714285,0.7020423892100193,0.37714285714285717,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_11,0.30952380952380953,0.7347500645272305,0.30409356725146197,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_8,0.11904761904761904,0.7851598173515981,0.40816326530612246,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_162,0.10714285714285714,0.8029809035863996,0.5625,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_279,0.5416666666666666,0.5933277027027027,0.21462264150943397,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_145,0.4523809523809524,0.7192370795734209,0.24836601307189543,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_28,0.15476190476190477,0.7610153256704981,0.37681159420289856,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_135,0.08333333333333333,0.6263528138528138,0.3111111111111111,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_32,0.10714285714285714,0.819701646090535,0.5806451612903226,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_90,0.4880952380952381,0.6736842105263158,0.2827586206896552,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_216,0.26785714285714285,0.7827915085632243,0.371900826446281,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_250,0.27380952380952384,0.8259382016465305,0.4107142857142857,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_271,0.6071428571428571,0.7997835497835498,0.3805970149253731,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_265,0.1130952380952381,0.8435960591133005,0.5277777777777778,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_198,0.43452380952380953,0.7963662104766399,0.4269005847953216,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_168,0.15476190476190477,0.7750162443144899,0.4406779661016949,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_110,0.23214285714285715,0.6524957698815567,0.3170731707317073,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_58,0.3392857142857143,0.7742667597765364,0.3958333333333333,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_237,0.10714285714285714,0.7192982456140351,0.47368421052631576,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_94,0.6547619047619048,0.7753945150911598,0.28205128205128205,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_128,0.39880952380952384,0.7811418047882136,0.3850574712643678,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_44,0.39880952380952384,0.8686645377876033,0.475177304964539,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_264,0.19642857142857142,0.6547619047619048,0.3,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_41,0.11904761904761904,0.8013538748832867,0.47619047619047616,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_82,0.35119047619047616,0.7497336647727273,0.37341772151898733,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_262,0.3273809523809524,0.7407950472466601,0.36666666666666664,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_174,0.25,0.6750312369845898,0.25149700598802394,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_43,0.4583333333333333,0.8237179487179487,0.36492890995260663,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_84,0.14285714285714285,0.7641437308868502,0.41379310344827586,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_269,0.5357142857142857,0.7297859327217125,0.28753993610223644,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_259,0.10714285714285714,0.838521836506159,0.5,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_85,0.5357142857142857,0.7376568466993999,0.3237410071942446,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_213,0.27380952380952384,0.8753469010175763,0.39655172413793105,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_121,0.16071428571428573,0.7708620689655172,0.421875,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_49,0.2976190476190476,0.7068038561364479,0.24390243902439024,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_155,0.05357142857142857,0.7879714576962283,0.75,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_68,0.08333333333333333,0.8096916299559471,0.5833333333333334,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_172,0.03571428571428571,0.49240121580547114,0.35294117647058826,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_19,0.023809523809523808,0.8952282157676349,0.4,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_268,0.5416666666666666,0.7667298644758093,0.2861635220125786,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_5,0.2976190476190476,0.7466342557965595,0.30303030303030304,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_80,0.07142857142857142,0.7351449275362318,0.631578947368421,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_66,0.13095238095238096,0.8336975524475524,0.7857142857142857,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_18,0.49404761904761907,0.7312056737588652,0.31086142322097376,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_26,0.30357142857142855,0.7411455171018012,0.5257731958762887,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_130,0.5238095238095238,0.7199460916442049,0.2565597667638484,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_256,0.35119047619047616,0.7635042735042735,0.29949238578680204,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_1,0.5238095238095238,0.8007465472191116,0.33587786259541985,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_56,0.39880952380952384,0.7844805581553645,0.3785310734463277,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_15,0.23214285714285715,0.7747879109225875,0.4148936170212766,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_207,0.5,0.8034657650042265,0.38181818181818183,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_232,0.21428571428571427,0.8330395366406447,0.43373493975903615,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_52,0.125,0.8468161794152984,0.45652173913043476,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_161,0.15476190476190477,0.8627858627858628,0.5416666666666666,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_148,0.16666666666666666,0.7704944178628389,0.509090909090909,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_125,0.3333333333333333,0.6953576589595376,0.32558139534883723,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_83,0.30357142857142855,0.7957646641857168,0.35172413793103446,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_272,0.13095238095238096,0.7595959595959596,0.5365853658536586,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_151,0.5476190476190477,0.7583609729132117,0.30976430976430974,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_54,0.15476190476190477,0.7769574175824175,0.4727272727272727,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_16,0.3630952380952381,0.8171882762046696,0.46923076923076923,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_91,0.20833333333333334,0.7841932841932842,0.3977272727272727,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_294,0.35119047619047616,0.7325987144168963,0.42142857142857143,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_229,0.07738095238095238,0.6857142857142857,0.65,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_36,0.023809523809523808,0.6302588996763754,0.4,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_70,0.375,0.7187194308581591,0.5206611570247934,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_14,0.27380952380952384,0.7938775510204081,0.5227272727272727,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_295,0.35714285714285715,0.7460359408033826,0.3225806451612903,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_233,0.25,0.77523314838862,0.42,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_214,0.2976190476190476,0.7895867430441899,0.423728813559322,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_192,0.05357142857142857,0.7267241379310345,0.36,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_100,0.13095238095238096,0.5787798408488064,0.4489795918367347,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_307,0.2916666666666667,0.7490373507893724,0.4803921568627451,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_297,0.47023809523809523,0.8411798071469087,0.4340659340659341,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_193,0.22023809523809523,0.7017483321831148,0.3333333333333333,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_113,0.11904761904761904,0.7659090909090909,0.4878048780487805,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_275,0.25,0.7526468877254218,0.49411764705882355,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_219,0.03571428571428571,0.5579756566303652,0.3333333333333333,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_218,0.1130952380952381,0.6352380952380953,0.4418604651162791,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_123,0.13095238095238096,0.8087557603686636,0.5,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_158,0.36904761904761907,0.7746105118986475,0.3803680981595092,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_302,0.03571428571428571,0.6704892966360856,0.5454545454545454,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_23,0.34523809523809523,0.7068979427188382,0.41134751773049644,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_296,0.2857142857142857,0.7878817350709979,0.35036496350364965,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_33,0.06547619047619048,0.7075098814229249,0.7857142857142857,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_154,0.1130952380952381,0.8132986787957548,0.4634146341463415,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_77,0.20238095238095238,0.794973544973545,0.5483870967741935,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_270,0.25,0.6652342521748245,0.328125,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_187,0.14285714285714285,0.7108195542774982,0.5217391304347826,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_170,0.041666666666666664,0.6941860465116279,0.5833333333333334,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_101,0.17857142857142858,0.6632653061224489,0.5263157894736842,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_184,0.47023809523809523,0.732232883395674,0.3278008298755187,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_112,0.15476190476190477,0.6224611708482676,0.7222222222222222,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_133,0.05357142857142857,0.6488413547237076,0.5625,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_215,0.27976190476190477,0.8257375489055726,0.5662650602409639,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_69,0.15476190476190477,0.8148148148148148,0.4727272727272727,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_104,0.3392857142857143,0.8103448275862069,0.5643564356435643,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_240,0.05952380952380952,0.7705314009661836,0.7142857142857143,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_144,0.4226190476190476,0.7963043794558416,0.3622448979591837,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_191,0.05952380952380952,0.6217450890817725,0.5882352941176471,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_61,0.05357142857142857,0.7527777777777778,0.8181818181818182,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_142,0.07142857142857142,0.7551395007342144,0.5217391304347826,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_177,0.32142857142857145,0.7668124658283215,0.5142857142857142,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_203,0.11904761904761904,0.7983835736129314,0.6060606060606061,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_21,0.22023809523809523,0.5819515306122449,0.21893491124260356,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_197,0.26785714285714285,0.7379493464052288,0.4166666666666667,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_134,0.07142857142857142,0.8085271317829458,0.8,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_180,0.14285714285714285,0.7645814977973568,0.4528301886792453,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_236,0.2916666666666667,0.8321276595744681,0.4298245614035088,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_263,0.35119047619047616,0.8041347353412939,0.5221238938053098,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_109,0.5357142857142857,0.8167390124796527,0.4017857142857143,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_64,0.48214285714285715,0.822254440014498,0.4263157894736842,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_114,0.13690476190476192,0.7288888888888889,0.6052631578947368,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_239,0.30357142857142855,0.7431318681318682,0.3422818791946309,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_117,0.22023809523809523,0.7702261306532663,0.4868421052631579,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_65,0.22023809523809523,0.7734385102806155,0.5285714285714286,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_137,0.1130952380952381,0.7830188679245284,0.5135135135135135,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_257,0.125,0.6726415094339623,0.44680851063829785,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_111,0.05952380952380952,0.7934343434343434,0.7142857142857143,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_285,0.10714285714285714,0.7572156196943973,0.8181818181818182,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_96,0.125,0.7489886731391586,0.45652173913043476,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_116,0.2976190476190476,0.7164983164983165,0.37593984962406013,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_73,0.1488095238095238,0.7911520737327189,0.44642857142857145,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_221,0.2619047619047619,0.7103984450923226,0.3235294117647059,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_235,0.19642857142857142,0.7039300263599328,0.39285714285714285,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_164,0.14285714285714285,0.7601951219512195,0.4528301886792453,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_281,0.07738095238095238,0.7227722772277227,0.8125,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_182,0.05357142857142857,0.849271402550091,0.5,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_129,0.08928571428571429,0.6768810679611651,0.75,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_45,0.10714285714285714,0.7065116279069767,0.47368421052631576,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_131,0.06547619047619048,0.640520694259012,0.55,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_230,0.3333333333333333,0.8457181259600615,0.45528455284552843,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_126,0.13690476190476192,0.6866285714285715,0.6571428571428571,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_231,0.047619047619047616,0.8989583333333333,0.7272727272727273,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_280,0.44642857142857145,0.7334855186189185,0.3024193548387097,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_288,0.22023809523809523,0.8278805120910384,0.5692307692307692,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_152,0.18452380952380953,0.6565258726062746,0.3229166666666667,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_217,0.19047619047619047,0.690689569330346,0.48484848484848486,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_79,0.13095238095238096,0.6846153846153846,0.4888888888888889,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_75,0.18452380952380953,0.7432391826923077,0.4492753623188406,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_245,0.023809523809523808,0.677801724137931,0.3333333333333333,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_282,0.041666666666666664,0.718028696194635,0.5833333333333334,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_78,0.03571428571428571,0.834733893557423,0.5454545454545454,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_118,0.13690476190476192,0.7312913331012878,0.3770491803278688,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_283,0.11904761904761904,0.7316279069767442,0.46511627906976744,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_171,0.08928571428571429,0.7357264957264957,0.8333333333333334,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_107,0.047619047619047616,0.6416799574694312,0.6666666666666666,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_226,0.1130952380952381,0.8303838198115375,0.475,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_306,0.06547619047619048,0.7009803921568627,0.5,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_173,0.1130952380952381,0.7476683937823834,0.5757575757575758,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_185,0.08928571428571429,0.7580357142857143,0.39473684210526316,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_150,0.09523809523809523,0.7491319444444444,0.7272727272727273,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_274,0.14285714285714285,0.819838056680162,0.39344262295081966,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_188,0.27976190476190477,0.814026792750197,0.46078431372549017,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_48,0.15476190476190477,0.7755177514792899,0.4642857142857143,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_311,0.5535714285714286,0.7662774725274726,0.3274647887323944,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_165,0.041666666666666664,0.7457627118644068,0.35,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_208,0.07142857142857142,0.7503894080996885,0.5217391304347826,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_2,0.13690476190476192,0.7080712788259959,0.4423076923076923,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_205,0.05952380952380952,0.7730769230769231,0.8333333333333334,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_248,0.17261904761904762,0.8029874213836478,0.6304347826086957,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_93,0.02976190476190476,0.8418803418803419,0.5,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_159,0.25595238095238093,0.7560137457044673,0.44329896907216493,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_146,0.07142857142857142,0.617013639626705,0.631578947368421,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_29,0.05952380952380952,0.7233009708737864,0.4166666666666667,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_156,0.05952380952380952,0.7542997542997543,0.37037037037037035,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_37,0.10714285714285714,0.8312852022529442,0.3829787234042553,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_141,0.2619047619047619,0.7975927290591992,0.4536082474226804,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_195,0.14285714285714285,0.6737577639751553,0.27906976744186046,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_108,0.07738095238095238,0.7794417971409122,0.5652173913043478,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_47,0.05952380952380952,0.6976946498477599,0.6666666666666666,0.21148942079482863,0.7378877823159637,0.4640113369455171
user_255,0.18452380952380953,0.7302253302253302,0.4246575342465753,0.21148942079482863,0.7378877823159637,0.4640113369455171
