user,top_k_accuracy,pair_accuracy,avg_top_k_accuracy,avg_pair_accuracy
user_113,0.4,0.7059121233034277,0.4033443708609237,0.7544692277724636
user_114,0.3,0.6180543897935202,0.4033443708609237,0.7544692277724636
user_115,0.2,0.7164634146341463,0.4033443708609237,0.7544692277724636
user_116,0.1,0.6902967630944145,0.4033443708609237,0.7544692277724636
user_117,0.9,0.7469563324410617,0.4033443708609237,0.7544692277724636
user_118,0.9,0.8486991318856071,0.4033443708609237,0.7544692277724636
user_119,0.0,0.6110446570972887,0.4033443708609237,0.7544692277724636
user_120,0.4,0.862983870967742,0.4033443708609237,0.7544692277724636
user_121,0.4,0.8225904530252356,0.4033443708609237,0.7544692277724636
user_122,0.4,0.8359265505855524,0.4033443708609237,0.7544692277724636
user_123,1.0,0.7654742677550308,0.4033443708609237,0.7544692277724636
user_124,0.0,0.8314411994106942,0.4033443708609237,0.7544692277724636
user_125,0.3,0.8191228693181818,0.4033443708609237,0.7544692277724636
user_126,0.2,0.7263936886934059,0.4033443708609237,0.7544692277724636
user_127,0.9,0.8356107850330154,0.4033443708609237,0.7544692277724636
user_128,0.1,0.5987735849056603,0.4033443708609237,0.7544692277724636
user_129,0.6,0.796217827997489,0.4033443708609237,0.7544692277724636
user_130,0.6,0.7908461210571185,0.4033443708609237,0.7544692277724636
user_131,0.9,0.7332775266476924,0.4033443708609237,0.7544692277724636
user_132,0.0,0.7716997686846933,0.4033443708609237,0.7544692277724636
user_133,0.4,0.7360454708199069,0.4033443708609237,0.7544692277724636
user_134,0.6,0.7627965939533103,0.4033443708609237,0.7544692277724636
user_135,0.2,0.7699079631852741,0.4033443708609237,0.7544692277724636
user_136,0.7,0.7429378272909222,0.4033443708609237,0.7544692277724636
user_137,0.4,0.8065252416756176,0.4033443708609237,0.7544692277724636
user_138,0.3,0.6945030120481928,0.4033443708609237,0.7544692277724636
user_139,0.7,0.8261718491455198,0.4033443708609237,0.7544692277724636
user_140,0.2,0.6392395483304574,0.4033443708609237,0.7544692277724636
user_141,0.0,0.6502351834430856,0.4033443708609237,0.7544692277724636
user_142,0.5,0.8886008704557091,0.4033443708609237,0.7544692277724636
user_143,0.2,0.8494520897043832,0.4033443708609237,0.7544692277724636
user_144,0.3,0.8105881808505715,0.4033443708609237,0.7544692277724636
user_145,0.1,0.8287991321038137,0.4033443708609237,0.7544692277724636
user_146,0.6,0.718923565194393,0.4033443708609237,0.7544692277724636
user_147,0.9,0.8445308762019417,0.4033443708609237,0.7544692277724636
user_148,0.8,0.7420281243810656,0.4033443708609237,0.7544692277724636
user_149,0.9,0.8022574883611981,0.4033443708609237,0.7544692277724636
user_150,0.9,0.8062606769165065,0.4033443708609237,0.7544692277724636
user_151,1.0,0.7854217087640009,0.4033443708609237,0.7544692277724636
user_152,0.0,0.9279069767441861,0.4033443708609237,0.7544692277724636
user_153,0.0,0.6150034176349966,0.4033443708609237,0.7544692277724636
user_154,0.2,0.7641887304820095,0.4033443708609237,0.7544692277724636
user_155,0.3,0.7038485482145993,0.4033443708609237,0.7544692277724636
user_156,0.1,0.7131059795075699,0.4033443708609237,0.7544692277724636
user_157,0.9,0.8081061817676101,0.4033443708609237,0.7544692277724636
user_158,0.0,0.7126623376623377,0.4033443708609237,0.7544692277724636
user_159,0.1,0.8474830632021267,0.4033443708609237,0.7544692277724636
user_160,0.2,0.7867435158501441,0.4033443708609237,0.7544692277724636
user_161,0.7,0.710503084149171,0.4033443708609237,0.7544692277724636
user_162,0.3,0.8029579779325455,0.4033443708609237,0.7544692277724636
user_163,0.9,0.6948809049359371,0.4033443708609237,0.7544692277724636
user_164,0.0,0.6429088801970158,0.4033443708609237,0.7544692277724636
user_165,0.6,0.7707703445045352,0.4033443708609237,0.7544692277724636
user_166,1.0,0.7912955922434596,0.4033443708609237,0.7544692277724636
user_167,0.1,0.6624293785310734,0.4033443708609237,0.7544692277724636
user_168,0.1,0.8518266394372589,0.4033443708609237,0.7544692277724636
user_169,0.9,0.8321151594966345,0.4033443708609237,0.7544692277724636
user_170,1.0,0.8660857165491563,0.4033443708609237,0.7544692277724636
user_171,0.0,0.5836023789294817,0.4033443708609237,0.7544692277724636
user_172,0.1,0.6692530519346161,0.4033443708609237,0.7544692277724636
user_173,0.9,0.6451082802547771,0.4033443708609237,0.7544692277724636
user_174,0.5,0.8076011048572024,0.4033443708609237,0.7544692277724636
user_175,0.9,0.7697507616790792,0.4033443708609237,0.7544692277724636
user_176,0.2,0.6765801729873586,0.4033443708609237,0.7544692277724636
user_177,0.6,0.8948445570607153,0.4033443708609237,0.7544692277724636
user_178,0.2,0.6555165902346911,0.4033443708609237,0.7544692277724636
user_179,0.5,0.7513884563479705,0.4033443708609237,0.7544692277724636
user_180,0.2,0.7082308287059815,0.4033443708609237,0.7544692277724636
user_181,0.9,0.8045978884254432,0.4033443708609237,0.7544692277724636
user_182,0.5,0.8210810810810811,0.4033443708609237,0.7544692277724636
user_183,0.2,0.7056768849486869,0.4033443708609237,0.7544692277724636
user_184,0.1,0.7151610369206599,0.4033443708609237,0.7544692277724636
user_185,0.3,0.7642249103942652,0.4033443708609237,0.7544692277724636
user_186,0.7,0.7729893895125327,0.4033443708609237,0.7544692277724636
user_187,0.6,0.6102956515142895,0.4033443708609237,0.7544692277724636
user_188,0.2,0.6624561251462495,0.4033443708609237,0.7544692277724636
user_189,0.2,0.7656188605108055,0.4033443708609237,0.7544692277724636
user_190,0.7,0.8065969652109548,0.4033443708609237,0.7544692277724636
user_191,0.1,0.6829859795377037,0.4033443708609237,0.7544692277724636
user_192,0.9,0.8205884296428454,0.4033443708609237,0.7544692277724636
user_193,0.3,0.7197786941008233,0.4033443708609237,0.7544692277724636
user_194,0.0,0.6754385964912281,0.4033443708609237,0.7544692277724636
user_195,1.0,0.7672141167716389,0.4033443708609237,0.7544692277724636
user_196,0.1,0.8601626016260162,0.4033443708609237,0.7544692277724636
user_197,0.2,0.9117647058823529,0.4033443708609237,0.7544692277724636
user_198,0.8,0.8127480845564479,0.4033443708609237,0.7544692277724636
user_199,0.9,0.7217081441462153,0.4033443708609237,0.7544692277724636
user_200,0.0,0.6798653297226085,0.4033443708609237,0.7544692277724636
user_201,0.2,0.6577959977765425,0.4033443708609237,0.7544692277724636
user_202,1.0,0.7526676554872341,0.4033443708609237,0.7544692277724636
user_203,0.2,0.6006643819143819,0.4033443708609237,0.7544692277724636
user_204,0.9,0.813679205658507,0.4033443708609237,0.7544692277724636
user_205,0.6,0.7458165858165858,0.4033443708609237,0.7544692277724636
user_206,0.2,0.7441821342455,0.4033443708609237,0.7544692277724636
user_207,0.2,0.6873607131486787,0.4033443708609237,0.7544692277724636
user_208,0.6,0.8314683477804046,0.4033443708609237,0.7544692277724636
user_209,0.1,0.657249505965015,0.4033443708609237,0.7544692277724636
user_210,0.1,0.6534374619412983,0.4033443708609237,0.7544692277724636
user_211,0.0,0.6694965449160908,0.4033443708609237,0.7544692277724636
user_212,0.4,0.8100346878097126,0.4033443708609237,0.7544692277724636
user_213,0.1,0.803127962085308,0.4033443708609237,0.7544692277724636
user_214,0.2,0.7088225960012694,0.4033443708609237,0.7544692277724636
user_215,0.3,0.8872926674521889,0.4033443708609237,0.7544692277724636
user_216,0.8,0.7407684832779983,0.4033443708609237,0.7544692277724636
user_217,0.1,0.8701923076923077,0.4033443708609237,0.7544692277724636
user_218,0.1,0.6530211480362538,0.4033443708609237,0.7544692277724636
user_219,0.2,0.7612067419759727,0.4033443708609237,0.7544692277724636
user_220,0.2,0.7846501480442575,0.4033443708609237,0.7544692277724636
user_221,0.1,0.8032319391634981,0.4033443708609237,0.7544692277724636
user_222,0.6,0.8266268551857381,0.4033443708609237,0.7544692277724636
user_223,0.9,0.7473344964621499,0.4033443708609237,0.7544692277724636
user_224,1.0,0.8011369900771775,0.4033443708609237,0.7544692277724636
user_225,0.7,0.7034771573604061,0.4033443708609237,0.7544692277724636
user_226,0.0,0.8384123992041052,0.4033443708609237,0.7544692277724636
user_227,0.0,0.7695016086930128,0.4033443708609237,0.7544692277724636
user_228,0.1,0.7591342547948141,0.4033443708609237,0.7544692277724636
user_229,0.9,0.6983424725822532,0.4033443708609237,0.7544692277724636
user_230,0.4,0.788818109430099,0.4033443708609237,0.7544692277724636
user_231,0.6,0.8902417242200524,0.4033443708609237,0.7544692277724636
user_232,0.2,0.751063439677301,0.4033443708609237,0.7544692277724636
user_233,0.2,0.7680768582504635,0.4033443708609237,0.7544692277724636
user_234,0.0,0.7394026974951831,0.4033443708609237,0.7544692277724636
user_235,0.5,0.7160274404929987,0.4033443708609237,0.7544692277724636
user_236,0.4,0.8816911516379602,0.4033443708609237,0.7544692277724636
user_237,0.6,0.7858625408996565,0.4033443708609237,0.7544692277724636
user_238,0.2,0.6010963184876228,0.4033443708609237,0.7544692277724636
user_239,0.4,0.8767970286213677,0.4033443708609237,0.7544692277724636
user_240,0.6,0.8349485930460782,0.4033443708609237,0.7544692277724636
user_241,0.5,0.8316228513650151,0.4033443708609237,0.7544692277724636
user_242,0.7,0.7939961094420848,0.4033443708609237,0.7544692277724636
user_243,0.2,0.8154414520533276,0.4033443708609237,0.7544692277724636
user_244,0.5,0.8514919759277834,0.4033443708609237,0.7544692277724636
user_245,1.0,0.7619499096879563,0.4033443708609237,0.7544692277724636
user_246,0.1,0.9074714758925285,0.4033443708609237,0.7544692277724636
user_247,0.0,0.7188715953307393,0.4033443708609237,0.7544692277724636
user_248,0.5,0.8516402024079567,0.4033443708609237,0.7544692277724636
user_249,0.5,0.829454926624738,0.4033443708609237,0.7544692277724636
user_250,0.1,0.7795727636849132,0.4033443708609237,0.7544692277724636
user_251,0.1,0.8044152202673617,0.4033443708609237,0.7544692277724636
user_252,0.5,0.7643638850889193,0.4033443708609237,0.7544692277724636
user_253,0.2,0.7310592015820047,0.4033443708609237,0.7544692277724636
user_254,0.1,0.8340698653198653,0.4033443708609237,0.7544692277724636
user_255,0.7,0.7819298011477379,0.4033443708609237,0.7544692277724636
user_256,0.5,0.7329726198591229,0.4033443708609237,0.7544692277724636
user_257,0.4,0.8036542132533406,0.4033443708609237,0.7544692277724636
user_258,1.0,0.806659233272597,0.4033443708609237,0.7544692277724636
user_259,0.6,0.8345896520963425,0.4033443708609237,0.7544692277724636
user_260,0.7,0.7166968868681948,0.4033443708609237,0.7544692277724636
user_261,0.5,0.7571432923114415,0.4033443708609237,0.7544692277724636
user_262,0.3,0.7085946957191592,0.4033443708609237,0.7544692277724636
user_263,0.8,0.9058390754110962,0.4033443708609237,0.7544692277724636
user_264,0.8,0.7961919752020654,0.4033443708609237,0.7544692277724636
user_265,0.6,0.7293197506123358,0.4033443708609237,0.7544692277724636
user_266,0.2,0.8064400071955388,0.4033443708609237,0.7544692277724636
user_267,0.3,0.7991131337884357,0.4033443708609237,0.7544692277724636
user_268,0.3,0.6749554367201426,0.4033443708609237,0.7544692277724636
user_269,0.1,0.7798984034833092,0.4033443708609237,0.7544692277724636
user_270,0.6,0.7792384608517097,0.4033443708609237,0.7544692277724636
user_271,0.8,0.7939154475421655,0.4033443708609237,0.7544692277724636
user_272,1.0,0.8177439580483357,0.4033443708609237,0.7544692277724636
user_273,0.7,0.8123806340718105,0.4033443708609237,0.7544692277724636
user_274,0.5,0.8025302363240727,0.4033443708609237,0.7544692277724636
user_275,0.5,0.8307531137236643,0.4033443708609237,0.7544692277724636
user_276,0.1,0.7342478713339641,0.4033443708609237,0.7544692277724636
user_277,0.3,0.9495526838966203,0.4033443708609237,0.7544692277724636
user_278,0.0,0.4230943533037252,0.4033443708609237,0.7544692277724636
user_279,0.2,0.6954815562282767,0.4033443708609237,0.7544692277724636
user_280,0.0,0.7021220777706524,0.4033443708609237,0.7544692277724636
user_281,0.3,0.7474921301154249,0.4033443708609237,0.7544692277724636
user_282,0.4,0.8118532455315146,0.4033443708609237,0.7544692277724636
user_283,0.0,0.8051282051282052,0.4033443708609237,0.7544692277724636
user_284,1.0,0.7817341973675359,0.4033443708609237,0.7544692277724636
user_285,0.0,0.6588109785665793,0.4033443708609237,0.7544692277724636
user_286,0.3,0.8786027867913724,0.4033443708609237,0.7544692277724636
user_287,0.3,0.7301719687040787,0.4033443708609237,0.7544692277724636
user_288,0.5,0.8894491083403706,0.4033443708609237,0.7544692277724636
user_289,0.3,0.8014100185528757,0.4033443708609237,0.7544692277724636
user_290,0.1,0.8218174093154177,0.4033443708609237,0.7544692277724636
user_291,0.3,0.6668992726589549,0.4033443708609237,0.7544692277724636
user_292,0.5,0.8344205262013481,0.4033443708609237,0.7544692277724636
user_293,0.3,0.6910619816573105,0.4033443708609237,0.7544692277724636
user_294,0.0,0.6944795173961841,0.4033443708609237,0.7544692277724636
user_295,0.7,0.7991369321133176,0.4033443708609237,0.7544692277724636
user_296,0.1,0.6739486703772418,0.4033443708609237,0.7544692277724636
user_297,0.6,0.8725083612040134,0.4033443708609237,0.7544692277724636
user_298,0.2,0.7617012617012617,0.4033443708609237,0.7544692277724636
user_299,0.3,0.7640597014925373,0.4033443708609237,0.7544692277724636
user_300,0.7,0.8065705952993653,0.4033443708609237,0.7544692277724636
user_301,1.0,0.796994962169799,0.4033443708609237,0.7544692277724636
user_302,1.0,0.8100820474270022,0.4033443708609237,0.7544692277724636
user_303,0.5,0.7265326778484673,0.4033443708609237,0.7544692277724636
user_304,0.0,0.4719785398390488,0.4033443708609237,0.7544692277724636
user_305,0.1,0.5008514741787891,0.4033443708609237,0.7544692277724636
user_306,0.7,0.7890242261636236,0.4033443708609237,0.7544692277724636
user_307,0.4,0.6844384634206019,0.4033443708609237,0.7544692277724636
user_308,0.9,0.8232630757220921,0.4033443708609237,0.7544692277724636
user_309,0.6,0.8792179529180512,0.4033443708609237,0.7544692277724636
user_310,0.7,0.6779552564224097,0.4033443708609237,0.7544692277724636
user_311,0.3,0.9345569758549109,0.4033443708609237,0.7544692277724636
user_312,0.3,0.7299341782100403,0.4033443708609237,0.7544692277724636
user_313,0.3,0.8215488215488216,0.4033443708609237,0.7544692277724636
user_314,0.5,0.7238557170557994,0.4033443708609237,0.7544692277724636
user_315,0.2,0.8082307303086523,0.4033443708609237,0.7544692277724636
user_316,0.8,0.8120471917580592,0.4033443708609237,0.7544692277724636
user_317,0.1,0.8882378285221887,0.4033443708609237,0.7544692277724636
user_318,0.0,0.8263063371247755,0.4033443708609237,0.7544692277724636
user_319,0.9,0.7484804683926448,0.4033443708609237,0.7544692277724636
user_320,0.1,0.777023386140748,0.4033443708609237,0.7544692277724636
user_321,0.7,0.7911646586345381,0.4033443708609237,0.7544692277724636
user_322,0.2,0.8346692233940556,0.4033443708609237,0.7544692277724636
user_323,0.6,0.8234077498631304,0.4033443708609237,0.7544692277724636
user_324,0.3,0.777438594014681,0.4033443708609237,0.7544692277724636
user_325,0.0,0.6691605279312461,0.4033443708609237,0.7544692277724636
user_326,0.9,0.8021820561921483,0.4033443708609237,0.7544692277724636
user_327,0.4,0.615718918918919,0.4033443708609237,0.7544692277724636
user_328,0.4,0.8092905978761576,0.4033443708609237,0.7544692277724636
user_329,1.0,0.8046712133972085,0.4033443708609237,0.7544692277724636
user_330,0.3,0.7265201422491693,0.4033443708609237,0.7544692277724636
user_331,0.8,0.7203176052277532,0.4033443708609237,0.7544692277724636
user_332,0.3,0.7693784351762043,0.4033443708609237,0.7544692277724636
user_333,0.2,0.6192823190212733,0.4033443708609237,0.7544692277724636
user_334,0.1,0.6768806073153899,0.4033443708609237,0.7544692277724636
user_335,0.4,0.7775139433430891,0.4033443708609237,0.7544692277724636
user_336,0.5,0.7590839303991812,0.4033443708609237,0.7544692277724636
user_337,0.6,0.6967115021574973,0.4033443708609237,0.7544692277724636
user_338,0.8,0.8195172637318641,0.4033443708609237,0.7544692277724636
user_339,0.3,0.6094340062473775,0.4033443708609237,0.7544692277724636
user_340,0.4,0.7520693424957051,0.4033443708609237,0.7544692277724636
user_341,0.0,0.8686211972522081,0.4033443708609237,0.7544692277724636
user_342,0.7,0.8203406950684441,0.4033443708609237,0.7544692277724636
user_343,0.7,0.7358734839005414,0.4033443708609237,0.7544692277724636
user_344,0.3,0.7933506944444444,0.4033443708609237,0.7544692277724636
user_345,0.1,0.7786721864458755,0.4033443708609237,0.7544692277724636
user_346,0.6,0.7235386777271594,0.4033443708609237,0.7544692277724636
user_347,0.1,0.7166608283258333,0.4033443708609237,0.7544692277724636
user_348,0.2,0.6348530176899063,0.4033443708609237,0.7544692277724636
user_349,0.8,0.8098428862722912,0.4033443708609237,0.7544692277724636
user_350,0.4,0.8642095053346266,0.4033443708609237,0.7544692277724636
user_351,0.5,0.8036389612572485,0.4033443708609237,0.7544692277724636
user_352,0.8,0.7660658910834723,0.4033443708609237,0.7544692277724636
user_353,0.0,0.8852852852852853,0.4033443708609237,0.7544692277724636
user_354,0.1,0.7071669793621013,0.4033443708609237,0.7544692277724636
user_355,0.9,0.7530650688817775,0.4033443708609237,0.7544692277724636
user_356,0.1,0.6096188747731397,0.4033443708609237,0.7544692277724636
user_357,0.1,0.7017247685771363,0.4033443708609237,0.7544692277724636
user_358,0.3,0.7037972085385878,0.4033443708609237,0.7544692277724636
user_359,0.5,0.786952861952862,0.4033443708609237,0.7544692277724636
user_360,0.4,0.7671827794561934,0.4033443708609237,0.7544692277724636
user_361,0.2,0.72130161699853,0.4033443708609237,0.7544692277724636
user_362,0.4,0.8246795968314956,0.4033443708609237,0.7544692277724636
user_363,0.2,0.7385883690708253,0.4033443708609237,0.7544692277724636
user_364,0.0,0.7639721919302072,0.4033443708609237,0.7544692277724636
user_365,0.0,0.5820807544945475,0.4033443708609237,0.7544692277724636
user_366,0.6,0.7147650807766415,0.4033443708609237,0.7544692277724636
user_367,0.0,0.7032572906867357,0.4033443708609237,0.7544692277724636
user_368,0.5,0.7379164451532872,0.4033443708609237,0.7544692277724636
user_369,0.0,0.7651892430278885,0.4033443708609237,0.7544692277724636
user_370,0.2,0.8316450022411475,0.4033443708609237,0.7544692277724636
user_371,0.5,0.8123973457722883,0.4033443708609237,0.7544692277724636
user_372,0.7,0.771944865242796,0.4033443708609237,0.7544692277724636
user_373,0.3,0.9776146131805158,0.4033443708609237,0.7544692277724636
user_374,0.3,0.8152859490115015,0.4033443708609237,0.7544692277724636
user_375,0.3,0.7233384388983992,0.4033443708609237,0.7544692277724636
user_376,0.4,0.7468342240839713,0.4033443708609237,0.7544692277724636
user_377,0.8,0.8748152860008808,0.4033443708609237,0.7544692277724636
user_378,0.3,0.781661644425312,0.4033443708609237,0.7544692277724636
user_379,0.1,0.6989473684210527,0.4033443708609237,0.7544692277724636
user_380,0.4,0.8153919149743785,0.4033443708609237,0.7544692277724636
user_381,0.3,0.8140703517587939,0.4033443708609237,0.7544692277724636
user_382,0.0,0.7394164602257087,0.4033443708609237,0.7544692277724636
user_383,0.0,0.8459287132852514,0.4033443708609237,0.7544692277724636
user_384,0.0,0.6456511175898931,0.4033443708609237,0.7544692277724636
user_385,0.7,0.8092999618854021,0.4033443708609237,0.7544692277724636
user_386,0.8,0.7913085950391404,0.4033443708609237,0.7544692277724636
user_387,0.2,0.75939453125,0.4033443708609237,0.7544692277724636
user_388,0.1,0.713805867836578,0.4033443708609237,0.7544692277724636
user_389,0.3,0.7962413452027696,0.4033443708609237,0.7544692277724636
user_390,0.3,0.5850474441383532,0.4033443708609237,0.7544692277724636
user_391,0.0,0.5160515873015873,0.4033443708609237,0.7544692277724636
user_392,0.8,0.7958902618712745,0.4033443708609237,0.7544692277724636
user_393,0.2,0.6921529953204162,0.4033443708609237,0.7544692277724636
user_394,0.2,0.8248803827751197,0.4033443708609237,0.7544692277724636
user_395,0.1,0.7783918837068443,0.4033443708609237,0.7544692277724636
user_396,0.4,0.7512013184144332,0.4033443708609237,0.7544692277724636
user_397,0.6,0.9255547602004295,0.4033443708609237,0.7544692277724636
user_398,0.7,0.8217310263787025,0.4033443708609237,0.7544692277724636
